,AnalysisName,CatalogTypeCode,AnalysisID,YearID,EventID,ModelCode,Peril,ReTreatySID,ProgramID,ppnp,CompanyName,100shareloss,grloss,ntloss,finalnetloss100,finalnetgrloss,finalnetnetloss,TreatyID,cnty_cd
8,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1,5,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,1576405.02875794,252224.804601271,220696.704026112,1410882.50073836,225741.200118137,197523.55010337,371333_1,
57,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1,20,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,5268667.80596363,842986.848954181,737613.492834909,4715457.68633745,754473.229813992,660164.076087243,371333_1,
561,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,22,229,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,6776362.95823346,1084218.07331735,948690.814152685,6064844.84761895,970375.175619032,849078.278666653,371333_1,
660,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,26,267,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,693224.525206787,110915.924033086,97051.4335289501,620435.950060074,99269.7520096118,86861.0330084104,371333_1,
700,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,2,283,22,ST,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,2893699.01858761,462991.842974017,405117.862602265,2589860.62163591,414377.699461745,362580.487029027,371333_1,
932,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,36,356,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,15000000.0,2400000.0,2100000.0,13425000.0,2148000.0,1879500.0,371333_1,
933,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,36,356,11,EQ,8451,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,658387.11543408,105341.938469453,92174.1961607713,633697.598605302,101391.615776848,88717.6638047423,371333_2,
1441,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,53,518,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,15000000.0,2400000.0,2100000.0,13425000.0,2148000.0,1879500.0,371333_1,
1442,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,53,518,11,EQ,8451,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,2187678.50024505,350028.560039209,306274.990034307,2105640.55648586,336902.489037738,294789.677908021,371333_2,
2342,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,92,868,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,15000000.0,2400000.0,2100000.0,13425000.0,2148000.0,1879500.0,371333_1,
2343,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,92,868,11,EQ,8451,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,18593509.5762573,2974961.53220117,2603091.34067603,17896252.9671477,2863400.47474363,2505475.41540067,371333_2,
2513,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,96,907,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,2523541.91055695,403766.705689112,353295.867477973,2258570.00994847,361371.201591755,316199.801392786,371333_1,
2629,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,100,953,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,2256172.02788137,360987.524461019,315864.083903392,2019273.96495383,323083.834392612,282698.355093536,371333_1,
2837,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,109,1022,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,541686.804266347,86669.8886826154,75836.1525972885,484809.68981838,77569.5503709408,67873.3565745732,371333_1,
2883,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,111,1043,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,2719911.68557444,435185.86969191,380787.635980422,2434320.95858912,389491.35337426,340804.934202477,371333_1,
3130,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,44,1152,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,3365207.05645447,538433.129032715,471128.987903626,3011860.31552675,481897.65048428,421660.444173745,371333_1,
3178,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,124,1175,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,1311284.28754612,209805.486007379,183579.800256457,1173599.43735378,187775.909976604,164303.921229529,371333_1,
3439,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,49,1264,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,15000000.0,2400000.0,2100000.0,13425000.0,2148000.0,1879500.0,371333_1,
3440,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,49,1264,27,TC,8451,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,2302488.23031477,368398.116850362,322348.352244067,2216144.92167796,354583.187468474,310260.289034915,371333_2,
3650,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,246,1330,23,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,1464720.28827365,234355.246123783,205060.84035831,1310924.65800491,209747.945280786,183529.452120688,371333_1,
3675,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,143,1338,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,1067754.30655764,170840.689049222,149485.602918069,955640.104369085,152902.416699054,133789.614611672,371333_1,
3687,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,52,1341,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,12948207.2389662,2071713.15823459,1812749.01345526,11588645.4788747,1854183.27661995,1622410.36704246,371333_1,
4129,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,58,1505,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,15000000.0,2400000.0,2100000.0,13425000.0,2148000.0,1879500.0,371333_1,
4130,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,58,1505,27,TC,8451,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,9410429.81076473,1505668.76972236,1317460.17350706,9057538.69286106,1449206.19085777,1268055.41700055,371333_2,
4165,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,163,1512,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,3994548.87807228,639127.820491566,559236.84293012,3575121.24587469,572019.399339951,500516.974422457,371333_1,
4397,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,63,1628,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,687543.691385924,110006.990621748,96256.1167940294,615351.603790402,98456.2566064643,86149.2245306563,371333_1,
4530,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,64,1680,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,770028.033090026,123204.485294404,107803.924632604,689175.089615573,110268.014338492,96484.5125461803,371333_1,
4760,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,188,1751,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,8021503.10879798,1283440.49740768,1123010.43523172,7179245.28237419,1148679.24517987,1005094.33953239,371333_1,
5357,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,78,2014,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,999976.638550658,159996.262168105,139996.729397092,894979.091502839,143196.654640454,125297.072810397,371333_1,
5610,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,224,2086,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,580592.326681003,92894.7722689605,81282.9257353404,519630.132379498,83140.8211807196,72748.2185331297,371333_1,
6048,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,244,2264,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,151708.092454239,24273.2947926782,21239.1329435934,135778.742746544,21724.598839447,19009.0239845161,371333_1,
6129,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,88,2286,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,3803596.8311061,608575.492976976,532503.556354854,3404219.16383996,544675.066214393,476590.682937594,371333_1,
6379,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,259,2386,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,135985.243180903,21757.6389089444,19037.9340453264,121706.792646908,19473.0868235053,17038.9509705671,371333_1,
6499,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,94,2432,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,743436.742460978,118949.878793757,104081.143944537,665375.884502576,106460.141520412,93152.6238303606,371333_1,
6559,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,268,2458,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,460475.46029027,73676.0736464432,64466.5644406378,412125.536959792,65940.0859135667,57697.5751743708,371333_1,
6599,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,269,2465,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,2366017.62640507,378562.820224811,331242.467696709,2117585.77563253,338813.724101205,296462.008588555,371333_1,
6632,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,269,2467,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,632766.294854834,101242.607176773,88587.2812796767,566325.833895076,90612.1334232122,79285.6167453107,371333_1,
6775,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,98,2529,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,2156388.91185944,345022.225897511,301894.447660322,1929968.0761142,308794.892178272,270195.530655988,371333_1,
6870,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,99,2566,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,15000000.0,2400000.0,2100000.0,13425000.0,2148000.0,1879500.0,371333_1,
6871,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,99,2566,27,TC,8451,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,20000000.0,3200000.0,2800000.0,19250000.0,3080000.0,2695000.0,371333_2,
6907,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,281,2566,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,15000000.0,2400000.0,2100000.0,13425000.0,2148000.0,1879500.0,371333_1,
6908,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,281,2566,11,EQ,8451,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,4249318.10493086,679890.896788938,594904.534690321,4089968.67599596,654394.988159353,572595.614639434,371333_2,
6979,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,282,2578,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,8699988.72442913,1391998.19590866,1217998.42142008,7786489.90836407,1245838.38533825,1090108.58717097,371333_1,
7142,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,101,2632,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,15000000.0,2400000.0,2100000.0,13425000.0,2148000.0,1879500.0,371333_1,
7143,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,101,2632,27,TC,8451,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,1900077.9883834,304012.478141344,266010.918373676,1828825.06381902,292612.010211043,256035.508934663,371333_2,
7332,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,292,2680,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,3500889.89674999,560142.383479998,490124.585544998,3133296.45759124,501327.433214598,438661.504062773,371333_1,
7432,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,105,2719,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,9323993.67767012,1491838.98842722,1305359.11487382,8344974.34151476,1335195.89464236,1168296.40781207,371333_1,
7594,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,106,2754,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,15000000.0,2400000.0,2100000.0,13425000.0,2148000.0,1879500.0,371333_1,
7595,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,106,2754,27,TC,8451,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,20000000.0,3200000.0,2800000.0,19250000.0,3080000.0,2695000.0,371333_2,
8700,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,118,3107,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,2476411.03387286,396225.765419657,346697.5447422,2216387.87531621,354622.060050593,310294.302544269,371333_1,
8827,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,120,3147,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,1126075.35989774,180172.057583638,157650.550385683,1007837.44710848,161253.991537356,141097.242595187,371333_1,
8929,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,121,3182,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,2216746.69798593,354679.471677749,310344.537718031,1983988.29469741,317438.127151586,277758.361257637,371333_1,
9076,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,351,3218,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,718736.536140377,114997.84578246,100623.115059653,643269.199845637,102923.071975302,90057.6879783892,371333_1,
9111,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,352,3229,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,3979336.65196119,636693.86431379,557107.131274566,3561506.30350526,569841.008560842,498610.882490736,371333_1,
9148,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,124,3244,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,9458677.0329346,1513388.32526954,1324214.78461084,8465515.94447647,1354482.55111623,1185172.23222671,371333_1,
9262,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,125,3267,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,15000000.0,2400000.0,2100000.0,13425000.0,2148000.0,1879500.0,371333_1,
9263,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,125,3267,27,TC,8451,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,4883779.26732044,781404.682771271,683729.097424862,4700637.54479593,752102.007167348,658089.25627143,371333_2,
9853,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,381,3468,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,199330.666704399,31892.9066727038,27906.2933386158,178400.946700437,28544.1514720699,24976.1325380611,371333_1,
9993,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,133,3510,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,15000000.0,2400000.0,2100000.0,13425000.0,2148000.0,1879500.0,371333_1,
9994,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,133,3510,27,TC,8451,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,1927945.01119088,308471.201790541,269912.301566724,1855647.07327123,296903.531723396,259790.590257972,371333_2,
10076,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,134,3533,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,7847623.47686103,1255619.75629776,1098667.28676054,7023623.01179062,1123779.6818865,983307.221650687,371333_1,
10120,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,134,3548,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,608161.267305263,97305.802768842,85142.5774227368,544304.33423821,87088.6934781136,76202.6067933494,371333_1,
10254,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,391,3583,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,15000000.0,2400000.0,2100000.0,13425000.0,2148000.0,1879500.0,371333_1,
10255,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,391,3583,11,EQ,8451,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,20000000.0,3200000.0,2800000.0,19250000.0,3080000.0,2695000.0,371333_2,
10352,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,393,3600,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,3102765.54684133,496442.487494613,434387.176557786,2776975.16442299,444316.026307678,388776.523019219,371333_1,
10455,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,396,3640,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,2786645.97514397,445863.356023035,390130.436520155,2494048.14775385,399047.703640616,349166.740685539,371333_1,
10529,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,138,3660,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,446759.047135062,71481.4475416099,62546.2665989086,399849.34718588,63975.8955497408,55978.9086060232,371333_1,
10592,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,401,3685,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,9230941.98019376,1476950.716831,1292331.87722713,8261693.07227342,1321870.89156375,1156637.03011828,371333_1,
10731,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,141,3736,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,5759317.53397068,921490.805435309,806304.454755896,5154589.19290376,824734.270864602,721642.487006527,371333_1,
11220,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,149,3936,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,153382.499148664,24541.1998637863,21473.549880813,137277.336738054,21964.3738780887,19218.8271433276,371333_1,
11389,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,436,3996,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,4330050.55703342,692808.089125348,606207.077984679,3875395.24854491,620063.239767186,542555.334796288,371333_1,
11413,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,437,4005,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,1048497.40080406,167759.584128649,146789.636112568,938405.173719632,150144.827795141,131376.724320749,371333_1,
11679,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,155,4077,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,8675519.92845013,1388083.18855202,1214572.78998302,7764590.33596286,1242334.45375406,1087042.6470348,371333_1,
11851,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,157,4150,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,15000000.0,2400000.0,2100000.0,13741223.9528441,2198595.83245506,1923771.35339817,371333_1,
11852,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,157,4150,27,TC,8451,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,9496584.88885675,1519453.58221708,1329521.88443994,9140462.95552462,1462474.07288394,1279664.81377345,371333_2,
11985,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,456,4168,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,15000000.0,2400000.0,2100000.0,13425000.0,2148000.0,1879500.0,371333_1,
11986,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,456,4168,11,EQ,8451,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,20000000.0,3200000.0,2800000.0,19250000.0,3080000.0,2695000.0,371333_2,
12144,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,459,4198,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,15000000.0,2400000.0,2100000.0,13425000.0,2148000.0,1879500.0,371333_1,
12145,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,459,4198,11,EQ,8451,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,530716.019581929,84914.5631331086,74300.2427414701,510814.168847607,81730.2670156171,71513.9836386649,371333_2,
12266,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,770,4228,23,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,1315280.09896822,210444.815834915,184139.213855551,1177175.68857656,188348.110172249,164804.596400718,371333_1,
12522,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,790,4352,23,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,15000000.0,2400000.0,2100000.0,13425000.0,2148000.0,1879500.0,371333_1,
12523,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,790,4352,23,TC,8451,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,17972631.1724733,2875620.98759573,2516168.36414627,17298657.5035056,2767785.20056089,2421812.05049078,371333_2,
12758,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,168,4435,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,101842.451824069,16294.792291851,14257.9432553697,91148.9943825418,14583.8391012067,12760.8592135559,371333_1,
12839,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,169,4464,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,7362609.21497139,1178017.47439542,1030765.29009599,6589535.24739939,1054325.6395839,922534.934635915,371333_1,
13093,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,171,4526,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,15000000.0,2400000.0,2100000.0,13425000.0,2148000.0,1879500.0,371333_1,
13094,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,171,4526,27,TC,8451,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,20000000.0,3200000.0,2800000.0,19250000.0,3080000.0,2695000.0,371333_2,
13240,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,171,4535,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,1157304.37264852,185168.699623764,162022.612170793,1157304.37264852,185168.699623764,162022.612170793,371333_1,
13398,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,503,4597,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,2383367.20309756,381338.75249561,333671.408433659,2133113.64677232,341298.183483571,298635.910548125,371333_1,
13525,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,506,4628,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,1917845.76294329,306855.322070927,268498.406812061,1716471.95783425,274635.513253479,240306.074096794,371333_1,
13837,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,521,4752,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,188786.319260295,30205.8110816471,26430.0846964412,168963.755737964,27034.2009180742,23654.9258033149,371333_1,
13918,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,181,4782,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,3215199.24027635,514431.878444216,450127.893638689,2877603.32004733,460416.531207574,402864.464806627,371333_1,
14018,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,526,4810,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,13604991.5400569,2176798.6464091,1904698.81560796,12267458.0343336,1962793.28549338,1717444.12480671,371333_1,
14227,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,531,4861,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,13486913.1796022,2157906.10873635,1888167.84514431,12070787.295744,1931325.96731903,1689910.22140416,371333_1,
14326,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,531,4867,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,11150527.1805329,1784084.34888527,1561073.80527461,10991653.0643911,1758664.49030258,1538831.42901476,371333_1,
14400,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,533,4884,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,8117155.31057165,1298744.84969146,1136401.74348003,7264854.00296163,1162376.64047386,1017079.56041463,371333_1,
14598,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,541,4965,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,438936.911146958,70229.9057835133,61451.1675605742,392848.535476528,62855.7656762444,54998.7949667139,371333_1,
14984,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,194,5116,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,1700326.47814185,272052.236502696,238045.706939859,1521792.19793695,243486.751669913,213050.907711174,371333_1,
15049,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,561,5121,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,13587953.3468106,2174072.53548969,1902313.46855348,12161218.2453955,1945794.91926328,1702570.55435537,371333_1,
15099,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,561,5124,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,1213394.37673525,194143.100277639,169875.212742935,1085987.96717805,173758.074748487,152038.315404926,371333_1,
