,AnalysisName,CatalogTypeCode,AnalysisID,YearID,EventID,ModelCode,Peril,ReTreatySID,ProgramID,ppnp,CompanyName,100shareloss,grloss,ntloss,finalnetloss100,finalnetgrloss,finalnetnetloss,TreatyID,cnty_cd
90633,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1532,41203,27,TC,8451,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,20000000.0,3200000.0,2800000.0,19250000.0,3080000.0,2695000.0,371333_2,
90958,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,4567,41439,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,2782843.37039237,445254.93926278,389598.071854932,2490644.81650117,398503.170640188,348690.274310164,371333_1,
90972,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,7289,41452,23,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,582056.248350366,93128.9997360586,81487.8747690513,520940.342273578,83350.4547637724,72931.6479183009,371333_1,
91025,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,4571,41474,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,4476854.65069781,716296.74411165,626759.651097694,4006784.91237454,641085.585979927,560949.887732436,371333_1,
91102,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1544,41510,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,15000000.0,2400000.0,2100000.0,13425000.0,2148000.0,1879500.0,371333_1,
91103,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1544,41510,27,TC,8451,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,20000000.0,3200000.0,2800000.0,19250000.0,3080000.0,2695000.0,371333_2,
91207,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,4578,41553,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,3446954.10826958,551512.657323133,482573.575157741,3085023.92690128,493603.828304204,431903.349766179,371333_1,
91282,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1546,41565,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,3457648.38946142,553223.742313827,484070.774524598,3094595.30856797,495135.249370875,433243.343199516,371333_1,
91509,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,4589,41654,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,5793392.80083253,926942.848133205,811074.992116554,5185086.55674511,829613.849079218,725912.117944316,371333_1,
91593,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,4593,41696,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,14564122.039896,2330259.52638335,2038977.08558543,13526621.6864002,2164259.46982403,1893727.03609603,371333_1,
92245,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1566,42133,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,9331222.10591439,1492995.5369463,1306371.09482802,8351443.78479338,1336231.00556694,1169202.12987107,371333_1,
92276,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1567,42158,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,929032.54197473,148645.206715957,130064.555876462,831484.125067383,133037.460010781,116407.777509434,371333_1,
92352,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,4649,42229,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,38748.2631389238,6199.72210222781,5424.75683944933,34679.6955093368,5548.75128149389,4855.15737130715,371333_1,
92396,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,4653,42260,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,2969521.38584166,475123.421734666,415732.994017832,2657721.64032829,425235.462452526,372081.02964596,371333_1,
92603,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1575,42404,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,15000000.0,2400000.0,2100000.0,13425000.0,2148000.0,1879500.0,371333_1,
92604,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1575,42404,27,TC,8451,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,3509829.19145758,561572.670633212,491376.086804061,3378210.59677792,540513.695484467,472949.483548909,371333_2,
92659,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,4672,42444,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,6118225.82370593,978916.131792948,856551.61531883,5475812.11221681,876129.937954689,766613.695710353,371333_1,
92760,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,4679,42514,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,7204632.79226477,1152741.24676236,1008648.59091707,6448146.34907697,1031703.41585232,902740.488870776,371333_1,
92799,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1579,42519,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,13331633.2877026,2133061.32603241,1866428.66027836,11931811.7924938,1909089.88679901,1670453.65094913,371333_1,
93150,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1583,42619,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,1984760.22211406,317561.635538249,277866.431095968,1776360.39879208,284217.663806733,248690.455830892,371333_1,
93297,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1584,42665,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,1314083.13757114,210253.302011382,183971.639259959,1176104.40812617,188176.705300187,164654.617137664,371333_1,
93426,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,4701,42718,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,10921630.276348,1747460.84421568,1529028.23868872,9774859.09733147,1563977.45557304,1368480.27362641,371333_1,
93477,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,4703,42735,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,6062603.27337982,970016.523740771,848764.458273175,5426029.92967494,868164.78874799,759644.190154491,371333_1,
93494,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1588,42740,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,4268673.68358989,682987.789374382,597614.315702584,3820462.94681295,611274.071490072,534864.812553813,371333_1,
93704,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1591,42810,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,11722981.8612637,1875677.0978022,1641217.46057692,10492068.765831,1678731.00253297,1468889.62721634,371333_1,
93852,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,4718,42878,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,10006271.0434897,1601003.36695836,1400877.94608856,8955612.5839233,1432898.01342773,1253785.76174926,371333_1,
94004,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,4732,42983,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,3397786.19881051,543645.791809681,475690.067833471,3041018.6479354,486562.983669665,425742.610710957,371333_1,
94191,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1602,43077,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,5005110.59454049,800817.695126478,700715.483235669,4479573.98211374,716731.837138198,627140.357495923,371333_1,
94206,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1602,43083,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,13295640.3618708,2127302.45789933,1861389.65066192,12246176.9742976,1959388.31588762,1714464.77640166,371333_1,
94243,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,4745,43100,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,12889343.4164463,2062294.9466314,1804508.07830248,11535962.3577194,1845753.9772351,1615034.73008072,371333_1,
94301,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1604,43134,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,7434823.75468532,1189571.80074965,1040875.32565594,6654167.26044336,1064666.76167094,931583.41646207,371333_1,
94312,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,4747,43134,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,6246135.36280228,999381.658048365,874458.95079232,6246135.36280228,999381.658048365,874458.95079232,371333_1,
94514,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,4763,43257,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,7130500.37481511,1140880.05997042,998270.052474115,6381797.83545952,1021087.65367352,893451.696964333,371333_1,
94533,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,7612,43259,23,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,4584069.85899442,733451.177439107,641769.780259219,4102742.52380001,656438.803808001,574383.953332001,371333_1,
94666,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1612,43356,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,15000000.0,2400000.0,2100000.0,13425000.0,2148000.0,1879500.0,371333_1,
94667,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1612,43356,27,TC,8451,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,3756785.7434838,601085.718957408,525950.004087732,3615906.27810316,578545.004496505,506226.878934442,371333_2,
94696,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1613,43379,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,5421799.36016516,867487.897626426,759051.910423123,4852510.42734782,776401.668375651,679351.459828695,371333_1,
94805,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1615,43454,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,15000000.0,2400000.0,2100000.0,13595901.1777673,2175344.18844277,1903426.16488742,371333_1,
94806,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1615,43454,27,TC,8451,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,337417.541883744,53986.8067013991,47238.4558637242,324764.384063104,51962.3014500966,45467.0137688345,371333_2,
94852,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1616,43475,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,13876869.0654481,2220299.0504717,1942761.66916274,12762755.3333851,2042040.85334161,1786785.74667391,371333_1,
94872,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1616,43481,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,7558778.67934446,1209404.58869511,1058229.01510822,7558778.67934446,1209404.58869511,1058229.01510822,371333_1,
94925,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,7657,43498,23,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,15000000.0,2400000.0,2100000.0,13425000.0,2148000.0,1879500.0,371333_1,
94926,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,7657,43498,23,TC,8451,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,20000000.0,3200000.0,2800000.0,19250000.0,3080000.0,2695000.0,371333_2,
95129,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,4803,43612,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,12905829.8970094,2064932.7835215,1806816.18558131,11550717.7578234,1848114.84125174,1617100.48609528,371333_1,
95182,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1622,43635,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,15000000.0,2400000.0,2100000.0,13425000.0,2148000.0,1879500.0,371333_1,
95183,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1622,43635,27,TC,8451,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,20000000.0,3200000.0,2800000.0,19250000.0,3080000.0,2695000.0,371333_2,
95387,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1626,43726,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,1280061.56306875,204809.850091,179208.618829625,1145655.09894653,183304.815831445,160391.713852515,371333_1,
95476,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,4820,43756,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,15000000.0,2400000.0,2100000.0,13425000.0,2148000.0,1879500.0,371333_1,
95477,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,4820,43756,11,EQ,8451,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,16689166.8919314,2670266.70270903,2336483.3648704,16063323.133484,2570131.70135744,2248865.23868776,371333_2,
95546,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,4821,43772,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,4623127.99249888,739700.478799821,647237.918949843,4137699.5532865,662031.928525839,579277.937460109,371333_1,
95846,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,193,43925,22,ST,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,15000000.0,2400000.0,2100000.0,13425000.0,2148000.0,1879500.0,371333_1,
95847,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,193,43925,22,ST,8451,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,20000000.0,3200000.0,2800000.0,19250000.0,3080000.0,2695000.0,371333_2,
95887,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,4843,43952,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,7773238.77045398,1243718.20327264,1088253.42786356,6957048.69955631,1113127.79192901,973986.817937884,371333_1,
96249,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,4872,44205,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,879665.636711802,140746.501873888,123153.189139652,787300.744857063,125968.11917713,110222.104279989,371333_1,
96298,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,4874,44214,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,2772329.88307462,443572.781291939,388126.183630446,2481235.24535178,396997.639256285,347372.934349249,371333_1,
96325,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1643,44227,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,4515897.47488922,722543.595982275,632225.646484491,4041728.24002585,646676.518404136,565841.953603619,371333_1,
96565,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1647,44348,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,1114554.45713461,178328.713141537,156037.623998845,997526.239135474,159604.198261676,139653.673478966,371333_1,
96674,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,4893,44396,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,15000000.0,2400000.0,2100000.0,13425000.0,2148000.0,1879500.0,371333_1,
96675,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,4893,44396,11,EQ,8451,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,20000000.0,3200000.0,2800000.0,19250000.0,3080000.0,2695000.0,371333_2,
96950,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,7856,44599,23,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,6040454.91066883,966472.785707013,845663.687493637,5406207.1450486,864993.143207777,756869.000306805,371333_1,
97083,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1660,44712,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,558812.132727494,89409.941236399,78233.6985818491,500136.858791107,80021.8974065771,70019.1602307549,371333_1,
97176,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1661,44732,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,11159258.9372091,1785481.42995345,1562296.25120927,9987536.74880213,1598005.87980834,1398255.1448323,371333_1,
97470,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1664,44803,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,775131.633665634,124021.061386501,108518.428713189,693742.812130743,110998.849940919,97123.993698304,371333_1,
97623,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,4945,44854,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,2197287.58488138,351566.013581021,307620.261883394,1966572.38846884,314651.582155014,275320.134385637,371333_1,
97777,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1670,44994,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,6576530.39054583,1052244.86248733,920714.254676417,5885994.69953852,941759.151926163,824039.257935393,371333_1,
97904,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1672,45056,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,2924143.95328963,467863.032526341,409380.153460548,2617108.83819422,418737.414111075,366395.237347191,371333_1,
98007,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1675,45152,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,3574670.92821094,571947.34851375,500453.929949531,3199330.48074879,511892.876919806,447906.267304831,371333_1,
98241,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,4999,45342,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,15000000.0,2400000.0,2100000.0,13425000.0,2148000.0,1879500.0,371333_1,
98242,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,4999,45342,11,EQ,8451,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,20000000.0,3200000.0,2800000.0,19250000.0,3080000.0,2695000.0,371333_2,
98508,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,5016,45488,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,4341667.95878009,694666.873404815,607833.514229213,3885792.82310818,621726.851697309,544010.995235146,371333_1,
98592,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,5020,45528,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,15000000.0,2400000.0,2100000.0,13425000.0,2148000.0,1879500.0,371333_1,
98593,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,5020,45528,11,EQ,8451,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,20000000.0,3200000.0,2800000.0,19250000.0,3080000.0,2695000.0,371333_2,
98649,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,5021,45545,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,4435858.31256789,709737.330010863,621020.163759505,3970093.18974826,635214.910359722,555813.046564757,371333_1,
98703,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,5026,45579,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,9125114.02212559,1460018.24354009,1277515.96309758,8166977.0498024,1306716.32796838,1143376.78697234,371333_1,
98730,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1691,45591,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,480286.315070383,76845.8104112613,67240.0841098537,429856.251987993,68777.0003180789,60179.875278319,371333_1,
98759,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1691,45592,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,15000000.0,2400000.0,2100000.0,13475430.0630824,2156068.81009318,1886560.20883153,371333_1,
98760,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1691,45592,27,TC,8451,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,6456672.94800039,1033067.67168006,903934.212720055,6214547.71245038,994327.633992061,870036.679743053,371333_2,
98856,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1693,45640,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,2808660.888522,449385.742163521,393212.524393081,2513751.49522719,402200.239236351,351925.209331807,371333_1,
99132,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,5053,45800,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,15000000.0,2400000.0,2100000.0,13425000.0,2148000.0,1879500.0,371333_1,
99133,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,5053,45800,11,EQ,8451,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,668017.13955028,106882.742328045,93522.3995370392,642966.496817144,102874.639490743,90015.3095544002,371333_2,
99254,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1700,45871,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,1024690.30720963,163950.449153541,143456.643009348,1024690.30720963,163950.449153541,143456.643009348,371333_1,
99263,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,202,45873,22,ST,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,1219711.45104541,195153.832167266,170759.603146358,1091641.74868565,174662.679789703,152829.84481599,371333_1,
99301,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1701,45895,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,12323012.4389018,1971681.99022429,1725221.74144625,11029096.1328171,1764655.38125074,1544073.4585944,371333_1,
99310,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,5063,45895,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,1442604.41571183,230816.706513893,201964.618199657,1291130.95206209,206580.952329934,180758.333288693,371333_1,
99363,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1702,45920,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,5291737.37924317,846677.980678907,740843.233094044,4736104.95442264,757776.792707622,663054.69361917,371333_1,
99421,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1703,45942,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,7710199.27395052,1233631.88383208,1079427.89835307,6900628.35018572,1104100.53602971,966087.969026,371333_1,
99479,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,5074,45999,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,560229.747505366,89636.7596008585,78432.1646507512,560229.747505366,89636.7596008585,78432.1646507512,371333_1,
99609,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,5088,46115,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,2586310.17319345,413809.627710952,362083.424247083,2314747.60500814,370359.616801302,324064.664701139,371333_1,
99666,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,5088,46118,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,9701806.14360472,1552288.98297675,1358252.86010466,8683116.49852622,1389298.6397642,1215636.30979367,371333_1,
99761,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1711,46153,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,17811.0180002833,2849.76288004532,2493.54252003966,15940.8611102535,2550.53777764057,2231.7205554355,371333_1,
99836,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1712,46201,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,2061385.14073924,329821.622518278,288593.919703493,1844939.70096162,295190.352153859,258291.558134626,371333_1,
99952,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1716,46323,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,6853774.58755269,1096603.93400843,959528.442257377,6134128.25585966,981460.520937546,858777.955820353,371333_1,
99984,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,5113,46331,11,EQ,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,14157005.0149078,2265120.80238525,1981980.70208709,12670519.4883425,2027283.1181348,1773872.72836795,371333_1,
100043,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1717,46336,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,1085233.66620612,173637.386592979,151932.713268857,971284.131254478,155405.461000716,135979.778375627,371333_1,
100130,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1718,46373,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,15000000.0,2400000.0,2100000.0,13425000.0,2148000.0,1879500.0,371333_1,
100131,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1718,46373,27,TC,8451,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,20000000.0,3200000.0,2800000.0,19250000.0,3080000.0,2695000.0,371333_2,
100170,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1718,46376,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,5633438.62140645,901350.179425032,788681.406996903,5633438.62140645,901350.179425032,788681.406996903,371333_1,
100199,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,204,46389,22,ST,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,1525930.87326074,244148.939721719,213630.322256504,1365708.13156836,218513.301050938,191199.138419571,371333_1,
